filename,category,article_or_summary
434.txt,sport,News Articles
318.txt,sport,News Articles
366.txt,sport,News Articles
257.txt,sport,News Articles
157.txt,sport,News Articles
428.txt,sport,News Articles
300.txt,sport,News Articles
311.txt,sport,News Articles
061.txt,sport,News Articles
241.txt,sport,News Articles
475.txt,sport,News Articles
170.txt,sport,News Articles
150.txt,sport,News Articles
078.txt,sport,News Articles
358.txt,sport,News Articles
258.txt,sport,News Articles
133.txt,sport,News Articles
074.txt,sport,News Articles
278.txt,sport,News Articles
132.txt,sport,News Articles
006.txt,sport,News Articles
213.txt,sport,News Articles
181.txt,sport,News Articles
146.txt,sport,News Articles
156.txt,sport,News Articles
056.txt,sport,News Articles
008.txt,sport,News Articles
427.txt,sport,News Articles
052.txt,sport,News Articles
309.txt,sport,News Articles
445.txt,sport,News Articles
131.txt,sport,News Articles
342.txt,sport,News Articles
378.txt,sport,News Articles
232.txt,sport,News Articles
489.txt,sport,News Articles
436.txt,sport,News Articles
307.txt,sport,News Articles
111.txt,sport,News Articles
313.txt,sport,News Articles
233.txt,sport,News Articles
341.txt,sport,News Articles
106.txt,sport,News Articles
060.txt,sport,News Articles
480.txt,sport,News Articles
432.txt,sport,News Articles
219.txt,sport,News Articles
144.txt,sport,News Articles
393.txt,sport,News Articles
270.txt,sport,News Articles
403.txt,sport,News Articles
095.txt,sport,News Articles
206.txt,sport,News Articles
007.txt,sport,News Articles
338.txt,sport,News Articles
301.txt,sport,News Articles
451.txt,sport,News Articles
335.txt,sport,News Articles
477.txt,sport,News Articles
186.txt,sport,News Articles
410.txt,sport,News Articles
470.txt,sport,News Articles
495.txt,sport,News Articles
273.txt,sport,News Articles
228.txt,sport,News Articles
321.txt,sport,News Articles
038.txt,sport,News Articles
167.txt,sport,News Articles
274.txt,sport,News Articles
118.txt,sport,News Articles
357.txt,sport,News Articles
467.txt,sport,News Articles
014.txt,sport,News Articles
416.txt,sport,News Articles
221.txt,sport,News Articles
083.txt,sport,News Articles
455.txt,sport,News Articles
193.txt,sport,News Articles
125.txt,sport,News Articles
128.txt,sport,News Articles
199.txt,sport,News Articles
108.txt,sport,News Articles
172.txt,sport,News Articles
130.txt,sport,News Articles
302.txt,sport,News Articles
140.txt,sport,News Articles
259.txt,sport,News Articles
433.txt,sport,News Articles
284.txt,sport,News Articles
317.txt,sport,News Articles
204.txt,sport,News Articles
267.txt,sport,News Articles
003.txt,sport,News Articles
492.txt,sport,News Articles
216.txt,sport,News Articles
271.txt,sport,News Articles
443.txt,sport,News Articles
312.txt,sport,News Articles
486.txt,sport,News Articles
184.txt,sport,News Articles
388.txt,sport,News Articles
107.txt,sport,News Articles
474.txt,sport,News Articles
064.txt,sport,News Articles
408.txt,sport,News Articles
164.txt,sport,News Articles
386.txt,sport,News Articles
082.txt,sport,News Articles
242.txt,sport,News Articles
100.txt,sport,News Articles
297.txt,sport,News Articles
160.txt,sport,News Articles
249.txt,sport,News Articles
417.txt,sport,News Articles
316.txt,sport,News Articles
243.txt,sport,News Articles
145.txt,sport,News Articles
236.txt,sport,News Articles
305.txt,sport,News Articles
287.txt,sport,News Articles
084.txt,sport,News Articles
296.txt,sport,News Articles
294.txt,sport,News Articles
496.txt,sport,News Articles
394.txt,sport,News Articles
048.txt,sport,News Articles
482.txt,sport,News Articles
090.txt,sport,News Articles
189.txt,sport,News Articles
096.txt,sport,News Articles
315.txt,sport,News Articles
103.txt,sport,News Articles
072.txt,sport,News Articles
017.txt,sport,News Articles
454.txt,sport,News Articles
500.txt,sport,News Articles
002.txt,sport,News Articles
370.txt,sport,News Articles
069.txt,sport,News Articles
135.txt,sport,News Articles
102.txt,sport,News Articles
293.txt,sport,News Articles
123.txt,sport,News Articles
227.txt,sport,News Articles
429.txt,sport,News Articles
346.txt,sport,News Articles
379.txt,sport,News Articles
362.txt,sport,News Articles
493.txt,sport,News Articles
222.txt,sport,News Articles
018.txt,sport,News Articles
047.txt,sport,News Articles
079.txt,sport,News Articles
497.txt,sport,News Articles
465.txt,sport,News Articles
499.txt,sport,News Articles
504.txt,sport,News Articles
009.txt,sport,News Articles
183.txt,sport,News Articles
049.txt,sport,News Articles
364.txt,sport,News Articles
035.txt,sport,News Articles
218.txt,sport,News Articles
442.txt,sport,News Articles
101.txt,sport,News Articles
081.txt,sport,News Articles
511.txt,sport,News Articles
292.txt,sport,News Articles
264.txt,sport,News Articles
330.txt,sport,News Articles
194.txt,sport,News Articles
015.txt,sport,News Articles
419.txt,sport,News Articles
124.txt,sport,News Articles
025.txt,sport,News Articles
405.txt,sport,News Articles
404.txt,sport,News Articles
277.txt,sport,News Articles
466.txt,sport,News Articles
439.txt,sport,News Articles
367.txt,sport,News Articles
329.txt,sport,News Articles
238.txt,sport,News Articles
502.txt,sport,News Articles
168.txt,sport,News Articles
390.txt,sport,News Articles
476.txt,sport,News Articles
446.txt,sport,News Articles
392.txt,sport,News Articles
291.txt,sport,News Articles
288.txt,sport,News Articles
324.txt,sport,News Articles
005.txt,sport,News Articles
509.txt,sport,News Articles
345.txt,sport,News Articles
147.txt,sport,News Articles
295.txt,sport,News Articles
153.txt,sport,News Articles
458.txt,sport,News Articles
211.txt,sport,News Articles
205.txt,sport,News Articles
384.txt,sport,News Articles
099.txt,sport,News Articles
197.txt,sport,News Articles
281.txt,sport,News Articles
326.txt,sport,News Articles
117.txt,sport,News Articles
121.txt,sport,News Articles
163.txt,sport,News Articles
306.txt,sport,News Articles
187.txt,sport,News Articles
252.txt,sport,News Articles
352.txt,sport,News Articles
182.txt,sport,News Articles
355.txt,sport,News Articles
411.txt,sport,News Articles
389.txt,sport,News Articles
137.txt,sport,News Articles
026.txt,sport,News Articles
303.txt,sport,News Articles
438.txt,sport,News Articles
065.txt,sport,News Articles
104.txt,sport,News Articles
406.txt,sport,News Articles
051.txt,sport,News Articles
325.txt,sport,News Articles
424.txt,sport,News Articles
029.txt,sport,News Articles
354.txt,sport,News Articles
207.txt,sport,News Articles
414.txt,sport,News Articles
191.txt,sport,News Articles
091.txt,sport,News Articles
109.txt,sport,News Articles
033.txt,sport,News Articles
055.txt,sport,News Articles
469.txt,sport,News Articles
136.txt,sport,News Articles
176.txt,sport,News Articles
508.txt,sport,News Articles
053.txt,sport,News Articles
092.txt,sport,News Articles
456.txt,sport,News Articles
073.txt,sport,News Articles
246.txt,sport,News Articles
019.txt,sport,News Articles
217.txt,sport,News Articles
348.txt,sport,News Articles
494.txt,sport,News Articles
119.txt,sport,News Articles
042.txt,sport,News Articles
460.txt,sport,News Articles
463.txt,sport,News Articles
437.txt,sport,News Articles
116.txt,sport,News Articles
013.txt,sport,News Articles
231.txt,sport,News Articles
444.txt,sport,News Articles
377.txt,sport,News Articles
484.txt,sport,News Articles
282.txt,sport,News Articles
344.txt,sport,News Articles
319.txt,sport,News Articles
269.txt,sport,News Articles
286.txt,sport,News Articles
173.txt,sport,News Articles
097.txt,sport,News Articles
126.txt,sport,News Articles
142.txt,sport,News Articles
340.txt,sport,News Articles
239.txt,sport,News Articles
208.txt,sport,News Articles
285.txt,sport,News Articles
214.txt,sport,News Articles
149.txt,sport,News Articles
050.txt,sport,News Articles
448.txt,sport,News Articles
336.txt,sport,News Articles
413.txt,sport,News Articles
110.txt,sport,News Articles
385.txt,sport,News Articles
283.txt,sport,News Articles
380.txt,sport,News Articles
192.txt,sport,News Articles
248.txt,sport,News Articles
004.txt,sport,News Articles
024.txt,sport,News Articles
361.txt,tech,News Articles
245.txt,tech,News Articles
141.txt,tech,News Articles
372.txt,tech,News Articles
333.txt,tech,News Articles
276.txt,tech,News Articles
244.txt,tech,News Articles
175.txt,tech,News Articles
351.txt,tech,News Articles
265.txt,tech,News Articles
178.txt,tech,News Articles
201.txt,tech,News Articles
087.txt,tech,News Articles
251.txt,tech,News Articles
122.txt,tech,News Articles
375.txt,tech,News Articles
098.txt,tech,News Articles
139.txt,tech,News Articles
161.txt,tech,News Articles
328.txt,tech,News Articles
174.txt,tech,News Articles
353.txt,tech,News Articles
383.txt,tech,News Articles
039.txt,tech,News Articles
365.txt,tech,News Articles
028.txt,tech,News Articles
134.txt,tech,News Articles
044.txt,tech,News Articles
154.txt,tech,News Articles
054.txt,tech,News Articles
200.txt,tech,News Articles
396.txt,tech,News Articles
021.txt,tech,News Articles
179.txt,tech,News Articles
229.txt,tech,News Articles
322.txt,tech,News Articles
057.txt,tech,News Articles
043.txt,tech,News Articles
045.txt,tech,News Articles
148.txt,tech,News Articles
115.txt,tech,News Articles
040.txt,tech,News Articles
289.txt,tech,News Articles
063.txt,tech,News Articles
263.txt,tech,News Articles
105.txt,tech,News Articles
180.txt,tech,News Articles
255.txt,tech,News Articles
185.txt,tech,News Articles
162.txt,tech,News Articles
240.txt,tech,News Articles
343.txt,tech,News Articles
166.txt,tech,News Articles
127.txt,tech,News Articles
010.txt,tech,News Articles
031.txt,tech,News Articles
235.txt,tech,News Articles
356.txt,tech,News Articles
062.txt,tech,News Articles
376.txt,tech,News Articles
012.txt,tech,News Articles
290.txt,tech,News Articles
369.txt,tech,News Articles
215.txt,tech,News Articles
129.txt,tech,News Articles
089.txt,tech,News Articles
059.txt,tech,News Articles
314.txt,tech,News Articles
027.txt,tech,News Articles
391.txt,tech,News Articles
310.txt,tech,News Articles
374.txt,tech,News Articles
230.txt,tech,News Articles
363.txt,tech,News Articles
381.txt,tech,News Articles
155.txt,tech,News Articles
398.txt,tech,News Articles
037.txt,tech,News Articles
165.txt,tech,News Articles
159.txt,tech,News Articles
001.txt,tech,News Articles
382.txt,tech,News Articles
250.txt,tech,News Articles
254.txt,tech,News Articles
080.txt,tech,News Articles
350.txt,tech,News Articles
223.txt,tech,News Articles
034.txt,tech,News Articles
399.txt,tech,News Articles
171.txt,tech,News Articles
299.txt,tech,News Articles
036.txt,tech,News Articles
387.txt,tech,News Articles
261.txt,tech,News Articles
226.txt,tech,News Articles
120.txt,tech,News Articles
224.txt,tech,News Articles
253.txt,tech,News Articles
158.txt,tech,News Articles
332.txt,tech,News Articles
308.txt,tech,News Articles
327.txt,tech,News Articles
011.txt,tech,News Articles
094.txt,tech,News Articles
016.txt,tech,News Articles
151.txt,tech,News Articles
093.txt,tech,News Articles
075.txt,tech,News Articles
212.txt,tech,News Articles
339.txt,tech,News Articles
334.txt,tech,News Articles
280.txt,tech,News Articles
177.txt,tech,News Articles
368.txt,tech,News Articles
225.txt,tech,News Articles
373.txt,tech,News Articles
275.txt,tech,News Articles
337.txt,tech,News Articles
323.txt,tech,News Articles
113.txt,tech,News Articles
268.txt,tech,News Articles
138.txt,tech,News Articles
085.txt,tech,News Articles
347.txt,tech,News Articles
077.txt,tech,News Articles
032.txt,tech,News Articles
196.txt,tech,News Articles
046.txt,tech,News Articles
076.txt,tech,News Articles
022.txt,tech,News Articles
320.txt,tech,News Articles
304.txt,tech,News Articles
262.txt,tech,News Articles
088.txt,tech,News Articles
359.txt,tech,News Articles
349.txt,tech,News Articles
202.txt,tech,News Articles
209.txt,tech,News Articles
400.txt,tech,News Articles
371.txt,tech,News Articles
395.txt,tech,News Articles
058.txt,tech,News Articles
152.txt,tech,News Articles
067.txt,tech,News Articles
260.txt,tech,News Articles
068.txt,tech,News Articles
237.txt,tech,News Articles
360.txt,tech,News Articles
247.txt,tech,News Articles
030.txt,tech,News Articles
401.txt,tech,News Articles
298.txt,tech,News Articles
256.txt,tech,News Articles
210.txt,tech,News Articles
234.txt,tech,News Articles
020.txt,tech,News Articles
188.txt,tech,News Articles
070.txt,tech,News Articles
266.txt,tech,News Articles
203.txt,tech,News Articles
272.txt,tech,News Articles
041.txt,tech,News Articles
023.txt,tech,News Articles
114.txt,tech,News Articles
190.txt,tech,News Articles
112.txt,tech,News Articles
195.txt,tech,News Articles
198.txt,tech,News Articles
220.txt,tech,News Articles
143.txt,tech,News Articles
397.txt,tech,News Articles
066.txt,tech,News Articles
331.txt,tech,News Articles
279.txt,tech,News Articles
086.txt,tech,News Articles
071.txt,tech,News Articles
169.txt,tech,News Articles
318.txt,tech,News Articles
366.txt,tech,News Articles
257.txt,tech,News Articles
157.txt,tech,News Articles
300.txt,tech,News Articles
311.txt,tech,News Articles
061.txt,tech,News Articles
241.txt,tech,News Articles
170.txt,tech,News Articles
150.txt,tech,News Articles
